t,Ax,Ay,Az,aT
11.080926,-5.3849,-2.2148,2.2457,6.24
11.098502,-4.6581,-4.6525,4.3867,7.91
11.103991,-5.1809,-4.2223,4.4063,8.01
11.112253,-5.7279,-2.7322,4.1888,7.6
11.120282,-5.7709,-1.3812,5.5657,8.14
11.127827,-5.1721,-0.1568,5.3739,7.46
11.138488,-3.9621,3.7703,1.0687,5.57
11.151794,-1.4608,7.9048,8.9477,12.03
11.161793,-0.9643,1.745,9.8507,10.05
11.169217,-2.8028,-0.0481,7.2861,7.81
11.184433,-4.8576,1.9005,1.5525,5.44
11.191101,-4.5491,2.7247,1.4696,5.5
11.199509,-4.187,2.7385,1.7208,5.29
11.207813,-4.4905,2.6702,2.2212,5.68
11.224153,-4.77,1.904,3.5414,6.24
11.231495,-4.2533,2.0601,3.2467,5.73
11.240279,-4.3125,1.6238,3.3744,5.71
11.255627,-4.5155,1.1165,4.0038,6.14
11.263854,-4.4871,0.8099,3.7503,5.9
11.27171,-4.6113,0.7066,3.441,5.8
11.280225,-4.7185,0.5454,3.4354,5.86
11.287919,-4.699,0.4077,3.5186,5.88
11.298737,-4.6458,0.291,3.5871,5.88
11.311858,-4.6457,0.1907,3.6367,5.9
11.320872,-4.6343,0.1756,3.6249,5.89
11.33,-4.6183,0.2054,3.6135,5.87
11.338103,-4.5975,0.335,3.5732,5.83
11.351376,-4.5182,0.7202,3.4836,5.75
11.363511,-4.4953,0.8848,3.4243,5.72
11.372902,-4.4436,1.0613,3.4057,5.7
11.379561,-4.4061,1.183,3.4037,5.69
11.388537,-4.3924,1.2737,3.3729,5.68
11.400558,-4.3526,1.3555,3.3037,5.63
11.416478,-4.3305,1.2422,3.242,5.55
11.423965,-4.3222,1.0829,3.25,5.52
11.431928,-4.299,0.9499,3.2149,5.45
11.440273,-4.2993,0.7958,3.2085,5.42
11.455726,-4.2698,0.5793,3.16,5.34
11.46352,-4.2523,0.493,3.092,5.28
11.472031,-4.2155,0.481,3.0412,5.22
11.479941,-4.1811,0.4812,3.0292,5.19
11.495779,-4.0814,0.6251,2.921,5.06
11.504164,-4.0299,0.7516,2.8528,4.99
11.511893,-3.9781,0.8276,2.7727,4.92
11.521389,-3.902,0.9152,2.707,4.84
11.528422,-3.8492,0.9954,2.6532,4.78
11.543443,-3.6751,0.9817,2.4651,4.53
11.55524,-3.5949,0.9489,2.4095,4.43
11.562321,-3.5328,0.8462,2.3023,4.3
11.571094,-3.4722,0.7438,2.2251,4.19
11.580042,-3.4106,0.632,2.1776,4.1
11.58806,-3.3356,0.5348,2.1284,3.99
11.599929,-3.197,0.4074,1.9881,3.79
11.607803,-3.1052,0.3792,1.8926,3.66
11.623511,-2.936,0.4143,1.7244,3.43
11.632103,-2.8155,0.4822,1.6541,3.3
11.640057,-2.7038,0.5326,1.5681,3.17
11.647812,-2.6008,0.5822,1.4712,3.04
11.663225,-2.4012,0.6264,1.297,2.8
11.671195,-2.2973,0.623,1.2314,2.68
11.68028,-2.2044,0.5854,1.1694,2.56
11.68815,-2.1225,0.5164,1.0988,2.45
11.703779,-1.9636,0.35,1.0142,2.24
11.713502,-1.8628,0.282,0.9427,2.11
11.721385,-1.7926,0.2149,0.9063,2.02
11.729914,-1.6929,0.1655,0.8376,1.9
11.738243,-1.5853,0.1387,0.7726,1.77
11.752025,-1.3681,0.1589,0.6609,1.53
11.763706,-1.2466,0.1906,0.5782,1.39
11.771099,-1.1411,0.2476,0.5231,1.28
11.778548,-1.0254,0.2722,0.4547,1.15
11.7925,-0.8184,0.2858,0.3417,0.93
11.800072,-0.7404,0.2694,0.3067,0.85
11.807977,-0.6823,0.2229,0.2739,0.77
11.823752,-0.5704,0.1062,0.2345,0.63
11.83135,-0.5171,0.0558,0.2171,0.56
11.840031,-0.474,-0.0041,0.2025,0.52
11.847962,-0.4379,-0.0326,0.1806,0.47
11.863599,-0.3448,-0.0414,0.1599,0.38
11.872323,-0.311,-0.0322,0.1461,0.35
11.880401,-0.2625,0.0158,0.1247,0.29
11.888347,-0.2341,0.0587,0.0937,0.26
11.904975,-0.1984,0.1292,0.0651,0.25
11.915029,-0.1725,0.1471,0.0667,0.24
11.922484,-0.1748,0.143,0.0523,0.23
11.930028,-0.1712,0.1177,0.0576,0.22
11.944187,-0.1738,0.0532,0.0764,0.2
11.957162,-0.1585,0.0076,0.0684,0.17
11.972132,-0.1536,-0.0252,0.0608,0.17
11.972261,-0.1469,-0.0574,0.0701,0.17
11.979621,-0.136,-0.0771,0.0774,0.17
11.990972,-0.1157,-0.0487,0.0565,0.14
11.999884,-0.0969,-0.0128,0.0644,0.12
12.015612,-0.0962,0.0536,0.0375,0.12
12.024184,-0.0953,0.0744,0.0242,0.12
12.03174,-0.0921,0.0951,0.0398,0.14
12.041321,-0.0984,0.1012,0.0505,0.15
12.055786,-0.0901,0.0702,0.041,0.12
12.063702,-0.092,0.0307,0.0447,0.11
12.07286,-0.0941,-0.0037,0.0484,0.11
12.080117,-0.0844,-0.0329,0.0546,0.11
12.090674,-0.082,-0.0547,0.049,0.11
12.105358,-0.0754,-0.0642,0.045,0.11
12.116208,-0.0782,-0.0425,0.0443,0.1
12.119442,-0.0644,-0.0091,0.0412,0.08
12.128078,-0.0771,0.0123,0.0358,0.09
12.143405,-0.0619,0.0787,0.0202,0.1
12.152544,-0.07,0.0759,0.0316,0.11
12.161636,-0.0686,0.08,0.0262,0.11
12.169534,-0.0599,0.0578,0.0304,0.09
12.178027,-0.0585,0.0475,0.0323,0.08
12.192258,-0.0548,0.0207,0.0246,0.06
12.203231,-0.0499,-0.0302,0.0309,0.07
12.215703,-0.0551,-0.0565,0.0445,0.09
12.22368,-0.0444,-0.0517,0.0417,0.08
12.231616,-0.0481,-0.0396,0.0365,0.07
12.239679,-0.0591,-0.0085,0.0337,0.07
12.256035,-0.0643,0.0319,0.033,0.08
12.263234,-0.0443,0.0485,0.0207,0.07
12.271833,-0.0577,0.0674,0.0299,0.09
12.28026,-0.0378,0.0717,0.0368,0.09
12.287798,-0.0514,0.0498,0.0173,0.07
12.302902,-0.0306,0.0181,0.0263,0.04
12.31391,-0.0419,-0.0061,0.0165,0.05
12.321905,-0.0341,-0.0349,0.0258,0.06
12.329882,-0.0359,-0.0445,0.0208,0.06
12.343773,-0.0565,-0.0373,0.03,0.07
12.356915,-0.0463,-0.0301,0.0274,0.06
12.360598,-0.0433,-0.0062,0.02,0.05
12.371472,-0.0499,0.0128,0.027,0.06
12.37923,-0.0421,0.0318,0.0315,0.06
12.388265,-0.0487,0.0435,0.0193,0.07
12.400161,-0.0263,0.0599,0.0214,0.07
12.415837,-0.0227,0.0234,0.0137,0.04
12.423373,-0.0269,0.0112,0.0159,0.03
12.431683,-0.0265,-0.0056,0.011,0.03
12.439868,-0.0262,-0.0344,0.0253,0.05
12.447814,-0.0354,-0.0344,0.0203,0.05
12.463803,-0.0443,-0.0274,0.0296,0.06
12.474051,-0.044,-0.0155,0.0247,0.05
12.479764,-0.046,-0.0036,0.0341,0.06
12.495751,-0.0332,0.0226,0.0315,0.05
12.503829,-0.0306,0.044,0.0122,0.05
12.512388,-0.0301,0.0342,0.0049,0.05
12.522943,-0.0153,0.0436,0.0071,0.05
12.530879,-0.0151,0.0412,0.0094,0.04
12.538368,-0.0222,0.0173,0.0166,0.03
12.551725,-0.0288,-0.0258,0.0211,0.04
12.563995,-0.0237,-0.0211,0.0186,0.04
12.570953,-0.0378,-0.0307,0.0305,0.06
12.579183,-0.0377,-0.0355,0.0185,0.05
12.591935,-0.0521,0.036,0.0041,0.06
12.599936,-0.0937,0.0348,-0.077,0.13
12.607938,-0.0433,-0.0041,-0.0052,0.04
12.623409,0.0095,0.0457,0.1001,0.11
12.631486,0.0096,-0.0071,0.0425,0.04
12.641108,-0.0166,0.0166,-0.0174,0.03
12.648555,-0.0143,0.0118,-0.0556,0.06
12.66372,-0.043,-0.0363,0.0497,0.08
12.671853,-0.0428,-0.0221,0.0568,0.07
12.681054,0.0225,-0.0626,0.059,0.09
12.688292,-0.0585,-0.0097,0.0876,0.11
12.704232,-0.0272,0.0041,-0.0897,0.09
12.713612,-0.0417,0.1044,0.054,0.12
12.720228,-0.0809,0.0914,0.0184,0.12
12.731249,0.0411,0.0667,0.0112,0.08
12.744154,-0.0397,0.1149,-0.0504,0.13
12.752189,-0.0171,-0.0084,-0.0691,0.07
12.760896,-0.0019,0.0287,-0.0279,0.04
12.769175,-0.0189,0.0219,-0.0222,0.04
12.783675,-0.0609,-0.0314,0.0206,0.07
12.791256,-0.0894,-0.0348,-0.0137,0.1
12.804543,-0.0921,-0.0077,-0.0358,0.1
12.80801,-0.0749,-0.0043,0.0303,0.08
12.824201,-0.0463,0.0605,0.0073,0.08
12.831651,-0.0978,0.0582,-0.0289,0.12
12.844841,-0.2026,0.119,-0.1568,0.28
12.855279,-0.3311,0.1134,-0.3931,0.53
12.863992,-0.1777,0.1071,-0.1732,0.27
12.871494,-0.0553,0.2175,-0.021,0.23
12.880612,0.0078,0.2981,0.0242,0.3
12.891409,0.1896,0.2494,0.077,0.32
12.904809,0.1496,0.2326,0.0337,0.28
12.916604,0.2786,0.2145,-0.0944,0.36
12.920324,0.3173,0.1148,-0.2877,0.44
12.929912,0.2459,0.0603,-0.5992,0.65
12.939201,0.191,0.1293,-0.8963,0.93
12.955587,0.384,0.3397,-0.5192,0.73
12.963889,0.3292,0.1484,-0.3011,0.47
12.971994,-0.1249,0.0518,-0.0736,0.15
12.979639,-0.3162,-0.0636,0.2714,0.42
12.99579,0.1353,-0.3778,1.1713,1.24
13.006199,-0.1111,-0.3627,1.3179,1.37
13.015951,0.2828,-0.6511,2.0395,2.16
13.024017,1.2773,-0.2795,1.4183,1.93
13.031881,-0.2902,0.0631,1.2024,1.24
13.039977,-0.917,-0.4846,0.5689,1.18
13.055906,0.2882,-0.9745,0.3597,1.08
13.063219,0.8462,-1.2259,1.1928,1.91
13.074666,0.5697,-1.4918,2.1592,2.69
13.082715,0.3994,-1.6678,2.514,3.04
13.089768,1.2504,-1.9452,2.7198,3.57
13.103483,3.1828,-1.5527,2.0674,4.1
13.111281,3.3946,-1.4332,2.1547,4.27
13.120026,3.8743,-1.054,2.1111,4.54
13.127916,3.633,-0.6809,1.9513,4.18
13.143967,-1.2405,1.3348,3.2592,3.73
13.152274,-2.6679,2.223,3.8402,5.18
13.160229,-3.9567,2.9417,4.5339,6.7
13.169113,-4.3301,3.3285,4.6601,7.18
13.183648,-2.1878,2.4132,4.1917,5.31
13.195305,-0.363,1.1877,4.1645,4.35
13.202413,2.7142,-0.0381,4.1269,4.94
13.207799,3.9715,-1.1514,4.7124,6.27
13.223656,5.0651,-4.3468,4.2104,7.89
13.231858,3.1645,-0.7854,2.6389,4.19
13.240182,-1.4793,2.3162,2.7917,3.92
13.247771,-3.1362,2.6974,3.1027,5.17
13.263795,-0.4614,-0.1453,3.8507,3.88
13.271941,0.6379,-1.009,5.2397,5.37
13.280051,0.8522,-1.0399,5.3084,5.48
13.295732,0.1042,0.2572,5.0838,5.09
13.303734,-0.3511,-0.0575,4.331,4.35
13.311964,-0.6105,-0.0091,3.7887,3.84
13.320813,-0.9685,0.0968,3.5623,3.69
13.328987,-1.1267,0.0772,3.3527,3.54
13.338993,-1.0164,0.0852,3.2612,3.42
13.351913,-0.4762,0.0723,3.506,3.54
13.363198,-0.1243,0.1056,3.8698,3.87
13.371528,0.0173,0.1064,4.2461,4.25
13.379033,0.0456,-0.0553,4.5156,4.52
13.391872,-0.1166,-0.7411,3.8393,3.91
13.404774,0.1735,-0.4837,3.284,3.32
13.415716,-0.0039,-0.2141,2.7878,2.8
13.428441,-0.3438,-0.3296,2.4745,2.52
13.431068,-0.7697,-0.533,2.291,2.47
13.440272,-1.0102,-0.6332,2.2228,2.52
13.448081,-0.7394,-0.5054,2.2768,2.45
13.46397,0.6846,-0.311,1.9536,2.09
13.474965,1.2471,-0.4137,1.6344,2.1
13.480456,1.5803,-0.6174,1.2057,2.08
13.488389,1.5832,-0.7583,0.795,1.93
13.504028,0.9867,-0.8822,-0.0442,1.32
13.511803,0.7591,-0.9222,-0.4963,1.29
13.520123,0.589,-0.9252,-0.8108,1.36
13.528886,0.3529,-0.8864,-0.8595,1.28
13.538434,0.2023,-0.743,-0.6177,0.99
13.551932,0.3618,-0.6375,-0.1407,0.75
13.563946,0.5952,-0.4544,-0.0996,0.76
13.571621,0.7373,-0.317,-0.0878,0.81
13.579229,0.8287,-0.3303,-0.1539,0.91
13.591256,1.1968,-0.4911,-0.756,1.5
13.604264,1.3087,-0.7566,-1.338,2.02
13.615787,1.0396,-1.1385,-2.3682,2.83
13.623799,0.8356,-1.2585,-2.6484,3.05
13.632213,0.5069,-1.2019,-2.7047,3
13.640861,0.2591,-1.1082,-2.6759,2.91
13.649752,0.2471,-1.0635,-2.6534,2.87
13.664753,0.5937,-0.7579,-2.5252,2.7
13.671966,0.745,-0.5373,-2.4151,2.58
13.682803,0.9656,-0.3934,-2.3773,2.6
13.691166,1.1915,-0.4316,-2.3648,2.68
13.70368,0.7936,-0.3626,-2.721,2.86
13.711759,0.942,-0.6956,-2.9445,3.17
13.720037,1.153,-0.9692,-3.0612,3.41
13.728314,1.2584,-1.2046,-3.1827,3.63
13.737948,1.2078,-1.3301,-3.2053,3.67
13.75118,0.7044,-1.1413,-2.6837,3
13.762727,0.3285,-0.7666,-2.1754,2.33
13.771434,0.0853,-0.4192,-1.7378,1.79
13.779082,0.1418,-0.1173,-1.4424,1.45
13.791627,0.7227,-0.0318,-1.5779,1.74
13.805117,0.8175,-0.3031,-1.8104,2.01
13.815843,0.8246,-0.6986,-2.6865,2.9
13.823768,0.6887,-0.8052,-3.0479,3.23
13.831718,0.6154,-0.876,-3.3945,3.56
13.839795,0.6411,-0.8359,-3.6163,3.77
13.847816,0.6637,-0.6516,-3.6305,3.75
13.863303,0.4055,-0.1454,-3.0806,3.11
13.872377,0.2747,0.1238,-2.761,2.78
13.8804,0.0995,0.3514,-2.3978,2.43
13.888512,0.0055,0.448,-2.0583,2.11
13.902976,0.2904,0.2266,-1.1966,1.25
13.913461,0.5337,0.0292,-0.8523,1.01
13.921683,0.6559,-0.2008,-0.6581,0.95
13.9298,0.6688,-0.3248,-0.6804,1.01
13.938227,0.506,-0.3871,-0.9167,1.12
13.95169,0.4417,-0.4503,-1.59,1.71
13.963175,0.4682,-0.2797,-1.7521,1.84
13.973246,0.2453,-0.2598,-1.7465,1.78
13.980558,-0.0908,-0.2339,-1.6477,1.67
13.991824,-0.3917,0.1199,-1.1625,1.23
14.005863,-0.3459,0.1931,-0.7593,0.86
14.016196,-0.0161,0.1611,-0.1742,0.24
14.023423,0.1253,0.0114,0.0374,0.13
14.032097,0.1801,-0.2247,0.1061,0.31
14.039996,0.2,-0.4604,-0.0324,0.5
14.056053,0.2239,-0.506,-0.6972,0.89
14.063768,0.0678,-0.4451,-1.0035,1.1
14.071276,0.0434,-0.2458,-1.2257,1.25
14.07994,-0.12,-0.0668,-1.3733,1.38
14.088008,-0.4774,0.0674,-1.43,1.51
14.103821,-0.7195,0.1783,-1.0552,1.29
14.112428,-0.4079,0.1978,-0.8343,0.95
14.127489,-0.0598,0.1308,-0.7138,0.73
14.13572,0.3443,-0.0493,-0.669,0.75
14.144135,0.3474,-0.0282,-0.685,0.77
14.151964,0.1536,0.0098,-0.7202,0.74
14.160282,-0.1145,-0.0022,-0.8082,0.82
14.168853,-0.2615,-0.0472,-0.9297,0.97
14.183143,-0.19,0.0003,-1.3744,1.39
14.196404,-0.3141,0.0005,-1.5876,1.62
14.204485,-0.5144,-0.0274,-1.727,1.8
14.207879,-0.5634,-0.0442,-1.757,1.85
14.22317,-0.593,0.1248,-1.388,1.51
14.231416,-0.4126,0.1914,-1.1179,1.21
14.239697,-0.2829,0.2035,-0.8765,0.94
14.255798,-0.1851,0.2512,-0.5068,0.6
14.263725,-0.0832,0.2273,-0.5099,0.56
14.271777,-0.0956,0.159,-0.5001,0.53
14.280827,-0.1138,0.0445,-0.5256,0.54
14.296114,-0.2734,-0.2228,-0.693,0.78
14.303752,-0.3642,-0.2434,-0.85,0.96
14.311763,-0.4816,-0.1735,-0.9021,1.04
14.319939,-0.413,-0.0483,-0.9666,1.05
14.330221,-0.3776,-0.0267,-0.9885,1.06
14.338358,-0.2215,-0.0583,-0.9893,1.02
14.351861,-0.2124,-0.1829,-0.9692,1.01
14.364824,-0.3301,-0.2572,-0.9074,1
14.373525,-0.4057,-0.2094,-0.8125,0.93
14.381199,-0.4385,-0.1185,-0.6911,0.83
14.388697,-0.3141,-0.0222,-0.557,0.64
14.40009,0.4258,0.3616,-0.765,0.95
14.412561,0.7848,0.5357,-0.8914,1.3
14.420549,2.2235,1.1634,-1.299,2.83
14.431619,1.2891,0.8661,-1.2795,2.01
14.440266,0.563,0.5973,-1.3038,1.54
14.455772,-0.1662,-0.6168,-1.2191,1.38
14.463764,-0.4014,-0.907,-1.1586,1.53
14.471897,-0.8064,-0.9218,-0.8775,1.51
14.479884,-1.0583,-0.7133,-0.5029,1.37
14.488801,-0.8348,-0.4728,-0.2305,0.99
14.503368,0.1698,-0.0643,0.1455,0.23
14.512629,0.4089,0.0168,0.2652,0.49
14.52216,0.447,0.0971,0.2668,0.53
14.529921,0.3462,0.0561,0.1219,0.37
14.538023,0.186,-0.0114,0.0073,0.19
14.551328,-0.1132,-0.1018,-0.2579,0.3
14.564192,-0.2683,-0.0807,-0.2539,0.38
14.576378,-0.3908,-0.0153,-0.2471,0.46
14.589608,-0.3799,0.1266,-0.1972,0.45
14.598752,-0.2876,0.158,-0.2119,0.39
14.60161,-0.1964,0.1737,-0.2893,0.39
14.615826,-0.1736,0.1241,-0.4028,0.46
14.623999,-0.1377,0.0942,-0.4226,0.45
14.63205,-0.1244,0.173,-0.3715,0.43
14.64029,-0.1176,0.2494,-0.3209,0.42
14.648476,-0.0873,0.2872,-0.2277,0.38
14.663396,-0.1177,0.213,-0.0008,0.24
14.671779,-0.22,0.1934,0.0621,0.3
14.680937,-0.2487,0.1379,0.0849,0.3
14.688083,-0.2378,0.0763,0.0466,0.25
14.703869,-0.1104,0.045,-0.1185,0.17
14.714004,0.0887,0.0642,-0.2367,0.26
14.720209,0.2372,0.1023,-0.353,0.44
14.731675,0.2766,0.1402,-0.418,0.52
14.747387,0.194,0.1399,-0.3962,0.46
14.751568,0.1431,0.14,-0.2865,0.35
14.760335,0.0191,0.0558,-0.1366,0.15
14.768546,-0.0773,-0.0308,-0.0299,0.09
14.783758,-0.0519,-0.1165,0.098,0.16
14.796932,-0.0152,-0.0378,0.1608,0.17
14.799663,0.0042,0.0844,0.1553,0.18
14.807911,0.027,0.1555,0.0501,0.17
14.821483,0.0489,0.1345,-0.0571,0.15
14.832242,0.0637,0.0969,-0.2171,0.25
14.839857,0.0678,0.1085,-0.232,0.26
14.847808,-0.0041,0.1039,-0.1543,0.19
14.863735,-0.1383,0.1533,0.1073,0.23
14.871132,-0.2058,0.1796,0.2197,0.35
14.880034,-0.2189,0.1859,0.2869,0.41
14.895552,-0.1767,0.177,0.1521,0.29
14.903525,-0.148,0.1826,0.0079,0.24
14.911752,-0.1486,0.16,-0.1813,0.28
14.920872,-0.133,0.1245,-0.3175,0.37
14.936303,-0.0403,0.0389,-0.4939,0.5
14.944157,0.0389,0.027,-0.4032,0.41
14.953555,0.0336,0.0366,-0.2725,0.28
14.961831,-0.0482,0.0147,-0.1088,0.12
14.970601,-0.1435,0.0235,0.1332,0.2
14.97899,-0.178,0.0354,0.3104,0.36
14.991611,-0.0935,0.0697,0.3347,0.35
15.004723,-0.0536,0.0504,0.1726,0.19
15.016195,-0.0867,-0.0191,-0.1198,0.15
15.02374,-0.076,0.0016,-0.2267,0.24
15.031309,-0.0653,0.0068,-0.2692,0.28
15.03999,-0.052,0.0206,-0.2356,0.24
15.047931,-0.0381,0.0069,-0.1545,0.16
15.064333,0.0305,0.0098,0.048,0.06
15.071505,0.0483,0.0661,0.0787,0.11
15.08029,0.0381,0.1069,0.1073,0.16
15.095909,-0.0889,0.0344,-0.0115,0.1
15.106127,-0.1545,0.0084,-0.0515,0.16
15.113766,-0.1434,0.0284,-0.1013,0.18
15.1202,-0.1218,0.045,-0.0964,0.16
15.130564,-0.1188,0.0373,-0.0228,0.13
15.137824,-0.1276,0.0191,0.1342,0.19
15.151859,-0.1331,0.0717,0.4959,0.52
15.160084,-0.0648,0.0933,0.5342,0.55
15.16836,-0.0203,0.0708,0.4394,0.45
15.183241,-0.0408,0.0432,0.0498,0.08
15.193509,-0.1193,0.0479,-0.2434,0.28
15.202214,-0.1224,0.0652,-0.4482,0.47
15.210576,-0.085,0.0561,-0.5963,0.6
15.223599,-0.0427,0.0222,-0.5566,0.56
15.231767,-0.0775,0.0548,-0.3208,0.33
15.241045,-0.1291,0.0632,-0.0785,0.16
15.256161,-0.1595,-0.0085,0.2474,0.29
15.263987,-0.1355,-0.0411,0.3559,0.38
15.272021,-0.111,-0.0543,0.3907,0.41
15.280114,-0.0331,-0.0137,0.3093,0.31
15.295726,-0.0071,0.0114,0.035,0.04
15.303539,0.0201,-0.0289,-0.1107,0.12
15.312252,-0.0068,-0.0843,-0.2728,0.29
15.320819,-0.0523,-0.1077,-0.3466,0.37
15.328739,-0.0826,-0.1047,-0.438,0.46
15.343761,-0.0464,-0.0478,-0.446,0.45
15.355466,-0.012,-0.0062,-0.3434,0.34
15.362409,-0.0266,0.023,-0.2223,0.23
15.370774,-0.1126,0.0168,-0.1012,0.15
15.380167,-0.1517,-0.0064,-0.0232,0.15
15.392638,-0.1075,-0.0703,0.0404,0.13
15.402897,-0.0397,-0.0551,0.0353,0.08
15.415978,-0.0431,-0.0157,0.003,0.05
15.423768,-0.089,-0.0009,0.0309,0.09
15.432845,-0.1256,0.021,0.1018,0.16
15.446867,-0.1742,-0.0129,0.1802,0.25
15.448387,-0.1986,-0.0407,0.2924,0.36
15.463313,-0.1864,-0.0469,0.3565,0.41
15.471854,-0.1954,-0.0156,0.2294,0.3
15.480582,-0.1973,-0.0168,0.0716,0.21
15.490957,-0.1706,-0.0481,-0.1169,0.21
15.50469,-0.0588,-0.1443,-0.4275,0.46
15.512229,-0.0745,-0.1271,-0.4932,0.51
15.520317,-0.0945,-0.0803,-0.4881,0.5
15.528881,-0.0944,-0.0169,-0.3528,0.37
15.543981,-0.0621,-0.0068,-0.0543,0.08
15.554075,-0.0194,-0.0299,0.1029,0.11
15.563383,0.044,-0.0471,0.2269,0.24
15.570984,0.106,-0.0292,0.2896,0.31
15.579006,0.054,-0.0056,0.2699,0.28
15.591882,-0.0849,0.0243,0.1999,0.22
15.604458,-0.1076,0.002,0.0922,0.14
15.608174,-0.0466,-0.0413,-0.0483,0.08
15.623465,0.0453,-0.0019,-0.3124,0.32
15.631808,0.0697,0.0365,-0.4195,0.43
15.639961,0.1022,0.0431,-0.4937,0.51
15.647821,0.1362,0.0595,-0.528,0.55
15.663957,0.1441,0.0538,-0.5317,0.55
15.671176,0.089,0.0259,-0.4777,0.49
15.680205,0.0073,0.0331,-0.3483,0.35
15.687948,-0.0602,0.0412,-0.2055,0.22
15.704173,-0.1226,0.0713,0.1465,0.2
15.712968,-0.1102,0.0405,0.2514,0.28
15.722165,-0.0677,-0.01,0.3253,0.33
15.730175,-0.0304,-0.0379,0.3566,0.36
15.744068,-0.1032,-0.0588,0.3835,0.4
15.75533,-0.1248,-0.0307,0.3482,0.37
15.762377,-0.0902,-0.0597,0.3469,0.36
15.771392,-0.0489,-0.0885,0.3344,0.35
15.779419,0.03,-0.1147,0.3296,0.35
15.792082,0.0727,-0.0957,0.2283,0.26
15.805444,-0.0024,-0.062,0.2034,0.21
15.808179,-0.0972,-0.0395,0.1431,0.18
15.823347,-0.2369,-0.0353,0.0064,0.24
15.831786,-0.2995,-0.0183,-0.0776,0.31
15.84028,-0.3506,0.0247,-0.1694,0.39
15.848292,-0.3487,0.0485,-0.214,0.41
15.864251,-0.2168,0.0367,-0.2071,0.3
15.871859,-0.1847,0.0646,-0.1195,0.23
15.881129,-0.1754,0.0845,0.0157,0.2
15.888297,-0.1639,0.0932,0.0931,0.21
15.904116,-0.1435,0.0472,0.1742,0.23
15.912332,-0.0479,-0.0309,0.1616,0.17
15.92371,0.0422,-0.0997,0.1401,0.18
15.938159,0.0071,-0.058,0.0632,0.09
15.943851,-0.0289,0.0147,-0.0068,0.03
15.954535,-0.0988,0.06,-0.0981,0.15
15.962875,-0.1512,0.0533,-0.1776,0.24
15.968198,-0.1901,0.0534,-0.2315,0.3
15.983748,-0.1637,0.0308,-0.2452,0.3
15.994272,-0.1864,-0.0152,-0.2148,0.28
16.003269,-0.2087,-0.0017,-0.1108,0.24
16.01155,-0.1689,0.0128,-0.0621,0.18
16.019837,-0.0945,0.0025,-0.0592,0.11
16.028022,-0.0734,-0.0309,-0.0206,0.08
16.040321,0.0249,-0.0039,0.2072,0.21
16.05609,-0.0254,0.0491,0.4414,0.44
16.06387,-0.0842,0.0214,0.4579,0.47
16.071791,-0.1637,0.0364,0.4275,0.46
16.080359,-0.1735,0.0568,0.3281,0.38
16.088685,-0.1661,0.0854,0.2196,0.29
16.103442,-0.0723,0.1252,0.0938,0.17
16.112375,-0.0884,0.1154,0.0548,0.16
16.128779,-0.0813,0.094,0.0538,0.14
16.128869,-0.0392,0.0655,0.0383,0.09
16.141596,-0.0328,0.0441,0.018,0.06
16.151818,-0.0832,-0.0078,0.0275,0.09
16.161477,-0.0985,-0.0215,0.0573,0.12
16.168607,-0.1042,-0.0259,0.0848,0.14
16.184186,-0.0194,-0.074,0.0492,0.09
16.194231,0.0675,-0.0814,-0.0019,0.11
16.201608,0.0568,-0.1169,-0.0388,0.14
16.216244,0.0172,-0.1011,-0.0512,0.11
16.22417,0.0354,-0.0693,-0.0481,0.09
16.232654,0.0279,-0.0565,-0.0883,0.11
16.240225,0.0408,-0.0653,-0.1333,0.15
16.256175,0.012,-0.0826,-0.1659,0.19
16.264171,-0.0094,-0.0595,-0.1369,0.15
16.272181,-0.066,-0.019,-0.0961,0.12
16.280594,-0.0627,0.0413,-0.0315,0.08
16.288216,-0.0115,0.0467,-0.0006,0.05
16.304158,0.0161,0.0003,0.0276,0.03
16.315809,0.03,0.0002,0.0132,0.03
16.320349,0.0215,-0.032,-0.0272,0.05
16.330136,0.0227,-0.0626,-0.0531,0.09
16.338752,0.0675,-0.0819,-0.0907,0.14
16.351996,0.1299,-0.0663,-0.1568,0.21
16.36298,0.1329,-0.0569,-0.1688,0.22
16.371665,0.1233,-0.0628,-0.1933,0.24
16.379598,0.1091,-0.1031,-0.1918,0.24
16.392142,0.0979,-0.1001,-0.0628,0.15
16.405338,0.1196,-0.0744,-0.0234,0.14
16.413155,0.1254,-0.035,0.0233,0.13
16.422219,0.1027,-0.0036,0.0416,0.11
16.432768,0.0387,-0.0174,0.0167,0.05
16.4405,0.0254,-0.0281,0.0905,0.1
16.44856,0.0053,-0.029,0.1355,0.14
16.463827,0.0277,-0.0136,0.2611,0.26
16.472536,0.0426,-0.0122,0.3155,0.32
16.48032,0.0074,-0.0041,0.3343,0.33
16.488243,-0.0389,0.0319,0.2983,0.3
16.504807,-0.1129,0.0797,0.1528,0.21
16.513739,-0.1228,0.0857,0.0933,0.18
16.522402,-0.1471,0.0898,0.0432,0.18
16.531048,-0.1613,0.0751,0.0481,0.18
16.537787,-0.1464,0.0697,0.0722,0.18
16.552739,0.0145,0.0822,0.1261,0.15
16.563781,0.0741,0.0543,0.0962,0.13
16.571389,0.1284,0.0783,0.0498,0.16
16.579839,0.1126,0.0874,0.0131,0.14
16.587837,-0.0048,0.0467,0.1279,0.14
16.600188,-0.0915,-0.0643,0.1645,0.2
